Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,_template_category
334,"My bill shows a late fee even though I paid on time, please review my account. I would appreciate a quick response.",2025-02-11,Feb-25,06:53,Customer Care Call,Columbus,OH,43085,Pending,Yes,Billing
335,The agent was extremely rude to me on the phone and hung up before resolving my issue. I have been a loyal customer for years and expected better.,2025-11-03,Nov-25,08:52,Internet,Springfield,IL,62701,Open,No,Service
336,Could you send me information about available add-on packages? I have been a loyal customer for years and expected better.,2025-04-07,Apr-25,14:06,Internet,Miami,FL,33101,Open,Yes,Others
337,I was charged $210 twice on my bill this month and would like it corrected. Please let me know as soon as possible.,2026-02-15,Feb-26,11:43,Internet,Miami,FL,33101,Closed,Yes,Billing
338,"My monthly bill seems higher than usual this cycle, can you check the breakdown? This has happened before and I don't want it to happen again.",2025-05-12,May-25,02:57,Customer Care Call,Phoenix,AZ,85001,Open,Yes,Billing
339,I have tried to cancel my account for three days and keep getting transferred with no resolution. Please escalate this to a supervisor if needed.,2026-02-09,Feb-26,15:01,Customer Care Call,Chicago,IL,60601,Solved,No,Others
340,I cancelled my service a week ago and my $22.50 deposit still has not been refunded. I would appreciate a quick response.,2025-06-02,Jun-25,01:39,Internet,Phoenix,AZ,85001,Closed,No,Financial
341,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2025-10-14,Oct-25,12:08,Customer Care Call,Austin,TX,73301,Pending,No,Technical
342,"Just leaving feedback that the chat support could be a little faster to respond. No rush on this, whenever you get a chance is fine.",2026-01-27,Jan-26,22:22,Customer Care Call,Springfield,IL,62701,Solved,No,Service
343,"I moved recently and need to update my service address, but the website won't let me. I am considering switching providers over this.",2025-07-04,Jul-25,00:20,Internet,Seattle,WA,98101,Open,No,Others
344,I was charged $65 twice on my bill this month and would like it corrected. I am extremely frustrated at this point.,2025-08-27,Aug-25,05:06,Internet,San Diego,CA,92101,Pending,No,Billing
345,This is the third technician appointment that has been missed and I still have no service.,2025-08-13,Aug-25,18:54,Customer Care Call,San Diego,CA,92101,Closed,No,Technical
346,"This is the second month in a row my bill is wrong by $89.99 and support keeps ignoring my emails. No rush on this, whenever you get a chance is fine.",2026-01-03,Jan-26,18:01,Customer Care Call,Dallas,TX,75201,Pending,No,Billing
347,I have a general question about upgrading my current plan. I have been a loyal customer for years and expected better.,2025-06-29,Jun-25,15:02,Internet,Seattle,WA,98101,Open,No,Others
348,"My connection drops every hour and I work from home, I cannot keep losing income like this. Thank you for looking into this.",2025-12-06,Dec-25,19:12,Internet,Springfield,IL,62701,Closed,No,Technical
349,"I moved recently and need to update my service address, but the website won't let me. I am extremely frustrated at this point.",2025-01-23,Jan-25,04:37,Internet,Springfield,IL,62701,Open,No,Others
350,I have tried to cancel my account for a month and keep getting transferred with no resolution. This has happened before and I don't want it to happen again.,2025-04-14,Apr-25,10:19,Customer Care Call,Chicago,IL,60601,Pending,No,Others
351,The agent was extremely rude to me on the phone and hung up before resolving my issue. This has happened before and I don't want it to happen again.,2025-11-21,Nov-25,05:45,Customer Care Call,Phoenix,AZ,85001,Pending,No,Service
352,Nobody will process my $120 refund even though I have called a month in a row about it. I would appreciate a quick response.,2025-07-01,Jul-25,23:00,Customer Care Call,Denver,CO,80014,Open,No,Financial
353,"My connection drops every hour and I work from home, I cannot keep losing income like this. This is not urgent, just wanted to flag it.",2025-04-17,Apr-25,15:09,Customer Care Call,Nashville,TN,37201,Open,No,Technical
354,I cancelled my service three days ago and my $40 deposit still has not been refunded. This has happened before and I don't want it to happen again.,2025-04-01,Apr-25,22:42,Customer Care Call,Baltimore,MD,21201,Solved,Yes,Financial
355,I requested a refund of $22.50 a month ago and have not received it yet.,2025-09-20,Sep-25,03:46,Internet,Atlanta,GA,30301,Open,No,Financial
356,My internet connection keeps disconnecting every few minutes since yesterday. I am considering switching providers over this.,2026-01-23,Jan-26,11:34,Customer Care Call,Phoenix,AZ,85001,Open,No,Technical
357,"Nobody has followed up with me after promising a callback a month ago, this is unacceptable. No rush on this, whenever you get a chance is fine.",2025-08-19,Aug-25,05:28,Internet,Nashville,TN,37201,Open,No,Service
358,"I have a question about a charge of $40 on my latest bill, could someone clarify it?",2025-06-24,Jun-25,12:10,Internet,Atlanta,GA,30301,Open,No,Billing
359,"My connection drops every hour and I work from home, I cannot keep losing income like this. I need this resolved immediately, I cannot wait any longer!",2026-03-18,Mar-26,20:10,Customer Care Call,Springfield,IL,62701,Pending,Yes,Technical
360,"My bill shows a late fee even though I paid on time, please review my account. I am considering switching providers over this.",2025-09-29,Sep-25,21:18,Customer Care Call,Dallas,TX,75201,Pending,Yes,Billing
361,I was charged $89.99 twice on my bill this month and would like it corrected. I've already called twice about this exact issue.,2025-06-07,Jun-25,01:23,Internet,Phoenix,AZ,85001,Solved,Yes,Billing
362,The promotional credit of $120 was never applied to my account as promised. Please escalate this to a supervisor if needed.,2025-07-24,Jul-25,03:01,Internet,Phoenix,AZ,85001,Pending,No,Financial
363,Nobody can tell me why my account was suspended without any notice several months ago.,2026-02-12,Feb-26,15:31,Customer Care Call,Seattle,WA,98101,Open,No,Others
364,I was billed for a package I never signed up for and it has taken a week to even get a reply. Please let me know as soon as possible.,2025-02-15,Feb-25,08:28,Customer Care Call,Phoenix,AZ,85001,Closed,No,Billing
365,I have a general question about upgrading my current plan. Please let me know as soon as possible.,2025-04-10,Apr-25,02:42,Customer Care Call,San Diego,CA,92101,Solved,No,Others
366,This is the third technician appointment that has been missed and I still have no service. I've already called twice about this exact issue.,2026-03-05,Mar-26,17:43,Customer Care Call,Boston,MA,02101,Pending,No,Technical
367,"The promotional credit of $65 was never applied to my account as promised. I need this resolved immediately, I cannot wait any longer!",2026-05-30,May-26,18:57,Internet,Springfield,IL,62701,Open,No,Financial
368,"This is the second month in a row my bill is wrong by $22.50 and support keeps ignoring my emails. No rush on this, whenever you get a chance is fine.",2025-05-10,May-25,01:27,Internet,Miami,FL,33101,Solved,No,Billing
369,Nobody can tell me why my account was suspended without any notice three days ago. I've already called twice about this exact issue.,2025-09-22,Sep-25,10:58,Internet,Portland,OR,97201,Open,No,Others
370,This is the third technician appointment that has been missed and I still have no service. I've already called twice about this exact issue.,2026-06-17,Jun-26,14:58,Internet,Seattle,WA,98101,Solved,Yes,Technical
371,I'd like a technician to take a look at my router configuration when convenient. Please escalate this to a supervisor if needed.,2025-04-13,Apr-25,03:36,Internet,Portland,OR,97201,Closed,No,Technical
372,I want to cancel my subscription but keep getting transferred between departments. This has happened before and I don't want it to happen again.,2026-04-30,Apr-26,01:11,Customer Care Call,Phoenix,AZ,85001,Solved,No,Others
373,I had a fine experience overall but wanted to mention the hold time was a bit long. I am considering switching providers over this.,2026-02-10,Feb-26,10:44,Internet,Springfield,IL,62701,Open,No,Service
374,"I moved recently and need to update my service address, but the website won't let me. I am extremely frustrated at this point.",2025-11-07,Nov-25,09:17,Customer Care Call,Columbus,OH,43085,Open,No,Others
375,"I have been overcharged $120 for two weeks now and no one has fixed my billing statement. No rush on this, whenever you get a chance is fine.",2025-11-25,Nov-25,08:46,Customer Care Call,Columbus,OH,43085,Open,No,Billing
376,"My internet connection keeps disconnecting every few minutes since yesterday. I need this resolved immediately, I cannot wait any longer!",2026-06-13,Jun-26,11:52,Internet,Phoenix,AZ,85001,Pending,Yes,Technical
377,The promotional credit of $89.99 was never applied to my account as promised. Please let me know as soon as possible.,2026-06-21,Jun-26,18:01,Internet,San Diego,CA,92101,Pending,No,Financial
378,I have a general question about upgrading my current plan. Thank you for looking into this.,2026-01-05,Jan-26,22:12,Customer Care Call,Springfield,IL,62701,Closed,No,Others
379,My internet has been completely down for two days and no technician has shown up yet. This has happened before and I don't want it to happen again.,2025-09-05,Sep-25,11:31,Customer Care Call,Springfield,IL,62701,Pending,No,Technical
380,"My connection drops every hour and I work from home, I cannot keep losing income like this. Please let me know as soon as possible.",2025-09-22,Sep-25,23:53,Internet,Columbus,OH,43085,Closed,Yes,Technical
381,Nobody will process my $22.50 refund even though I have called several months in a row about it. Please escalate this to a supervisor if needed.,2025-08-08,Aug-25,07:41,Internet,San Diego,CA,92101,Pending,No,Financial
382,The representative I spoke to was short with me and didn't answer my question. I've already called twice about this exact issue.,2025-01-10,Jan-25,15:58,Internet,San Diego,CA,92101,Pending,Yes,Service
383,I would like to ask about the refund process for a canceled service. I would appreciate a quick response.,2025-10-09,Oct-25,13:57,Customer Care Call,Dallas,TX,75201,Closed,No,Financial
384,Can someone confirm when my deposit will be returned after I closed my account? This has happened before and I don't want it to happen again.,2026-02-11,Feb-26,18:06,Internet,Boston,MA,02101,Closed,No,Financial
385,The promotional credit of $15 was never applied to my account as promised.,2025-10-11,Oct-25,20:20,Customer Care Call,Atlanta,GA,30301,Closed,No,Financial
386,"I was billed for a package I never signed up for and it has taken several months to even get a reply. This is not urgent, just wanted to flag it.",2025-02-28,Feb-25,19:25,Customer Care Call,Baltimore,MD,21201,Pending,Yes,Billing
387,The representative I spoke to was short with me and didn't answer my question. I am considering switching providers over this.,2026-02-02,Feb-26,23:02,Internet,Chicago,IL,60601,Closed,No,Service
388,I have been on hold for over an hour trying to reach customer support. Thank you for looking into this.,2026-01-03,Jan-26,16:19,Internet,Baltimore,MD,21201,Pending,No,Service
389,"My bill shows a late fee even though I paid on time, please review my account. I would appreciate a quick response.",2025-07-07,Jul-25,21:57,Customer Care Call,Dallas,TX,75201,Open,No,Billing
390,Nobody will process my $120 refund even though I have called several months in a row about it. I would appreciate a quick response.,2025-12-06,Dec-25,11:16,Customer Care Call,Chicago,IL,60601,Solved,Yes,Financial
391,My modem stopped working and I still don't have a working connection. Please escalate this to a supervisor if needed.,2025-03-14,Mar-25,15:56,Internet,Portland,OR,97201,Open,No,Technical
392,My internet has been completely down for two days and no technician has shown up yet. I've already called twice about this exact issue.,2025-06-04,Jun-25,04:12,Customer Care Call,Columbus,OH,43085,Solved,No,Technical
393,This is the second month in a row my bill is wrong by $210 and support keeps ignoring my emails. Please let me know as soon as possible.,2025-03-24,Mar-25,15:21,Internet,San Diego,CA,92101,Closed,Yes,Billing
394,"I have a question about a charge of $40 on my latest bill, could someone clarify it? No rush on this, whenever you get a chance is fine.",2025-06-22,Jun-25,18:48,Internet,San Diego,CA,92101,Solved,Yes,Billing
395,I have been overcharged $65 for a month now and no one has fixed my billing statement. I am considering switching providers over this.,2026-03-16,Mar-26,15:24,Internet,Chicago,IL,60601,Open,No,Billing
396,"The agent was extremely rude to me on the phone and hung up before resolving my issue. No rush on this, whenever you get a chance is fine.",2026-06-28,Jun-26,06:01,Internet,Columbus,OH,43085,Pending,No,Service
397,I have been on hold for over an hour trying to reach customer support. Please let me know as soon as possible.,2026-01-28,Jan-26,16:37,Customer Care Call,Austin,TX,73301,Pending,Yes,Service
398,I have a general question about upgrading my current plan. Thank you for looking into this.,2026-06-17,Jun-26,19:33,Customer Care Call,Dallas,TX,75201,Solved,No,Others
399,"I cancelled my service a week ago and my $65 deposit still has not been refunded. No rush on this, whenever you get a chance is fine.",2025-06-18,Jun-25,12:01,Internet,Miami,FL,33101,Pending,No,Financial
400,I was billed for a package I never signed up for and it has taken three weeks to even get a reply. I have been a loyal customer for years and expected better.,2025-05-07,May-25,11:45,Internet,Denver,CO,80014,Solved,No,Billing
401,I have called two days in a row and every representative gives me a different answer with no resolution. Please escalate this to a supervisor if needed.,2025-04-21,Apr-25,20:53,Internet,Springfield,IL,62701,Open,Yes,Service
402,I'd like a technician to take a look at my router configuration when convenient. I have been a loyal customer for years and expected better.,2026-05-01,May-26,22:09,Internet,Seattle,WA,98101,Open,No,Technical
403,I'd like a technician to take a look at my router configuration when convenient. I have been a loyal customer for years and expected better.,2025-05-21,May-25,13:53,Internet,Seattle,WA,98101,Open,No,Technical
404,"I have been overcharged $15 for two weeks now and no one has fixed my billing statement. This is not urgent, just wanted to flag it.",2025-07-24,Jul-25,08:53,Internet,Portland,OR,97201,Closed,No,Billing
405,The promotional credit of $15 was never applied to my account as promised. Thank you for looking into this.,2025-08-01,Aug-25,22:59,Customer Care Call,Baltimore,MD,21201,Closed,No,Financial
406,"I have a question about a charge of $120 on my latest bill, could someone clarify it?",2026-05-21,May-26,04:05,Internet,Columbus,OH,43085,Open,No,Billing
407,Just leaving feedback that the chat support could be a little faster to respond. I would appreciate a quick response.,2025-02-21,Feb-25,03:52,Internet,Phoenix,AZ,85001,Open,No,Service
408,Nobody will process my $120 refund even though I have called a week in a row about it. I am considering switching providers over this.,2025-04-29,Apr-25,03:54,Internet,Dallas,TX,75201,Open,No,Financial
409,The representative I spoke to was short with me and didn't answer my question. I am extremely frustrated at this point.,2026-03-25,Mar-26,19:17,Internet,Baltimore,MD,21201,Closed,No,Service
410,I was billed for a package I never signed up for and it has taken two weeks to even get a reply. Thank you for looking into this.,2026-01-30,Jan-26,22:54,Customer Care Call,Seattle,WA,98101,Solved,No,Billing
411,I have been overcharged $120 for a month now and no one has fixed my billing statement.,2025-06-13,Jun-25,03:26,Customer Care Call,Columbus,OH,43085,Solved,No,Billing
412,I had a fine experience overall but wanted to mention the hold time was a bit long. Please escalate this to a supervisor if needed.,2025-05-14,May-25,15:58,Customer Care Call,Springfield,IL,62701,Open,No,Service
413,My internet connection keeps disconnecting every few minutes since yesterday. This has happened before and I don't want it to happen again.,2025-01-13,Jan-25,22:55,Internet,Atlanta,GA,30301,Closed,Yes,Technical
414,I'd like a technician to take a look at my router configuration when convenient. Thank you for looking into this.,2026-01-30,Jan-26,04:53,Internet,Atlanta,GA,30301,Open,No,Technical
415,My internet has been completely down for several months and no technician has shown up yet. Thank you for looking into this.,2025-06-19,Jun-25,02:48,Customer Care Call,Columbus,OH,43085,Closed,No,Technical
416,I cancelled my service two days ago and my $40 deposit still has not been refunded. I have been a loyal customer for years and expected better.,2026-01-23,Jan-26,12:52,Internet,Miami,FL,33101,Open,No,Financial
417,My internet connection keeps disconnecting every few minutes since yesterday.,2026-05-26,May-26,14:20,Internet,Columbus,OH,43085,Solved,Yes,Technical
418,I have been overcharged $65 for two days now and no one has fixed my billing statement. I have been a loyal customer for years and expected better.,2025-01-01,Jan-25,02:50,Customer Care Call,Boston,MA,02101,Pending,No,Billing
419,I have tried to cancel my account for several months and keep getting transferred with no resolution.,2025-08-17,Aug-25,14:21,Customer Care Call,Columbus,OH,43085,Closed,No,Others
420,"I have been overcharged $210 for a month now and no one has fixed my billing statement. This is not urgent, just wanted to flag it.",2025-12-16,Dec-25,11:53,Customer Care Call,Springfield,IL,62701,Closed,Yes,Billing
421,I was charged $22.50 twice on my bill this month and would like it corrected. Please let me know as soon as possible.,2026-02-24,Feb-26,03:16,Internet,Columbus,OH,43085,Pending,Yes,Billing
422,I have tried to cancel my account for three days and keep getting transferred with no resolution. Thank you for looking into this.,2025-07-15,Jul-25,22:21,Internet,Columbus,OH,43085,Solved,Yes,Others
423,I have tried to cancel my account for a month and keep getting transferred with no resolution. Please escalate this to a supervisor if needed.,2026-04-07,Apr-26,14:42,Internet,Austin,TX,73301,Solved,Yes,Others
424,My internet has been completely down for three weeks and no technician has shown up yet. I am considering switching providers over this.,2026-05-10,May-26,16:49,Internet,Columbus,OH,43085,Pending,No,Technical
425,I have been overcharged $120 for three weeks now and no one has fixed my billing statement. Please escalate this to a supervisor if needed.,2025-11-26,Nov-25,16:56,Customer Care Call,Baltimore,MD,21201,Solved,No,Billing
426,I requested a refund of $40 a week ago and have not received it yet. Thank you for looking into this.,2025-05-17,May-25,04:26,Customer Care Call,San Diego,CA,92101,Closed,No,Financial
427,I was billed for a package I never signed up for and it has taken a month to even get a reply. I would appreciate a quick response.,2025-12-20,Dec-25,21:08,Internet,Nashville,TN,37201,Closed,Yes,Billing
428,I have called two weeks in a row and every representative gives me a different answer with no resolution. Please escalate this to a supervisor if needed.,2026-03-04,Mar-26,21:47,Customer Care Call,Portland,OR,97201,Solved,Yes,Service
429,My internet has been completely down for two weeks and no technician has shown up yet. Please let me know as soon as possible.,2025-02-27,Feb-25,06:17,Internet,Springfield,IL,62701,Closed,No,Technical
430,"This is the second month in a row my bill is wrong by $15 and support keeps ignoring my emails. No rush on this, whenever you get a chance is fine.",2025-07-28,Jul-25,17:02,Customer Care Call,Seattle,WA,98101,Solved,Yes,Billing
431,I had a fine experience overall but wanted to mention the hold time was a bit long. I have been a loyal customer for years and expected better.,2025-08-18,Aug-25,23:41,Customer Care Call,Columbus,OH,43085,Pending,No,Service
432,I have been on hold for over an hour trying to reach customer support. I am considering switching providers over this.,2025-11-17,Nov-25,17:03,Internet,Chicago,IL,60601,Closed,No,Service
433,I had a fine experience overall but wanted to mention the hold time was a bit long. I've already called twice about this exact issue.,2025-08-19,Aug-25,20:45,Customer Care Call,Phoenix,AZ,85001,Pending,No,Service
434,The promotional credit of $22.50 was never applied to my account as promised.,2025-06-27,Jun-25,23:32,Internet,Denver,CO,80014,Solved,Yes,Financial
435,I'd like a technician to take a look at my router configuration when convenient. Please let me know as soon as possible.,2025-09-19,Sep-25,00:21,Customer Care Call,Denver,CO,80014,Pending,Yes,Technical
436,This is the second month in a row my bill is wrong by $40 and support keeps ignoring my emails.,2025-11-05,Nov-25,15:50,Customer Care Call,San Diego,CA,92101,Open,No,Billing
437,My internet has been completely down for three weeks and no technician has shown up yet.,2026-06-02,Jun-26,05:26,Customer Care Call,San Diego,CA,92101,Open,No,Technical
438,I would like to ask about the refund process for a canceled service. I am extremely frustrated at this point.,2026-01-05,Jan-26,09:13,Customer Care Call,Atlanta,GA,30301,Open,Yes,Financial
439,The representative I spoke to was short with me and didn't answer my question. This has happened before and I don't want it to happen again.,2025-09-07,Sep-25,01:43,Customer Care Call,Portland,OR,97201,Solved,Yes,Service
440,Nobody will process my $89.99 refund even though I have called a month in a row about it. I would appreciate a quick response.,2026-06-14,Jun-26,11:32,Customer Care Call,Springfield,IL,62701,Solved,Yes,Financial
441,The promotional credit of $120 was never applied to my account as promised. I am extremely frustrated at this point.,2025-03-26,Mar-25,03:10,Internet,Boston,MA,02101,Open,No,Financial
442,The representative I spoke to was short with me and didn't answer my question. I've already called twice about this exact issue.,2026-03-11,Mar-26,03:13,Customer Care Call,Nashville,TN,37201,Open,No,Service
443,"My monthly bill seems higher than usual this cycle, can you check the breakdown?",2025-03-17,Mar-25,01:11,Customer Care Call,Austin,TX,73301,Open,No,Billing
444,"I moved recently and need to update my service address, but the website won't let me. Thank you for looking into this.",2026-02-19,Feb-26,13:20,Internet,Nashville,TN,37201,Solved,Yes,Others
445,This is the third technician appointment that has been missed and I still have no service. Please escalate this to a supervisor if needed.,2025-02-16,Feb-25,22:54,Internet,Austin,TX,73301,Closed,Yes,Technical
446,The promotional credit of $120 was never applied to my account as promised. Please escalate this to a supervisor if needed.,2025-10-16,Oct-25,14:24,Customer Care Call,Austin,TX,73301,Open,No,Financial
447,"This is the second month in a row my bill is wrong by $22.50 and support keeps ignoring my emails. I need this resolved immediately, I cannot wait any longer!",2025-10-30,Oct-25,20:09,Customer Care Call,Chicago,IL,60601,Closed,Yes,Billing
448,This is the third technician appointment that has been missed and I still have no service.,2025-01-06,Jan-25,18:38,Customer Care Call,Springfield,IL,62701,Open,No,Technical
449,I was billed for a package I never signed up for and it has taken a month to even get a reply. I am extremely frustrated at this point.,2026-02-27,Feb-26,20:54,Internet,Miami,FL,33101,Pending,No,Billing
450,"I would like to ask about the refund process for a canceled service. This is not urgent, just wanted to flag it.",2025-07-05,Jul-25,21:51,Internet,Austin,TX,73301,Solved,Yes,Financial
451,The promotional credit of $15 was never applied to my account as promised.,2026-05-14,May-26,10:22,Internet,Miami,FL,33101,Pending,Yes,Financial
452,I requested a refund of $15 three days ago and have not received it yet. I am extremely frustrated at this point.,2026-04-07,Apr-26,10:39,Customer Care Call,Phoenix,AZ,85001,Pending,No,Financial
453,"Nobody has followed up with me after promising a callback three days ago, this is unacceptable.",2025-09-10,Sep-25,07:45,Customer Care Call,Atlanta,GA,30301,Closed,No,Service
454,I have been overcharged $120 for a week now and no one has fixed my billing statement. Thank you for looking into this.,2026-04-02,Apr-26,11:49,Customer Care Call,Phoenix,AZ,85001,Solved,Yes,Billing
455,This is the second month in a row my bill is wrong by $89.99 and support keeps ignoring my emails. I've already called twice about this exact issue.,2025-05-24,May-25,17:12,Customer Care Call,Seattle,WA,98101,Open,Yes,Billing
456,I want to cancel my subscription but keep getting transferred between departments. This has happened before and I don't want it to happen again.,2026-02-19,Feb-26,18:13,Internet,Springfield,IL,62701,Closed,No,Others
457,The representative I spoke to was short with me and didn't answer my question. I am considering switching providers over this.,2025-10-25,Oct-25,04:29,Internet,Miami,FL,33101,Solved,No,Service
458,My internet has been completely down for three days and no technician has shown up yet. I've already called twice about this exact issue.,2025-06-19,Jun-25,16:08,Customer Care Call,San Diego,CA,92101,Pending,No,Technical
459,This is the third technician appointment that has been missed and I still have no service. I've already called twice about this exact issue.,2026-05-11,May-26,11:02,Internet,Denver,CO,80014,Solved,No,Technical
460,I was charged $40 twice on my bill this month and would like it corrected.,2025-07-31,Jul-25,16:58,Customer Care Call,Nashville,TN,37201,Solved,No,Billing
461,"I moved recently and need to update my service address, but the website won't let me. This has happened before and I don't want it to happen again.",2025-04-16,Apr-25,22:33,Customer Care Call,Atlanta,GA,30301,Closed,No,Others
462,Nobody will process my $65 refund even though I have called a week in a row about it. Please escalate this to a supervisor if needed.,2025-03-21,Mar-25,16:16,Customer Care Call,Nashville,TN,37201,Pending,No,Financial
463,I cancelled my service a week ago and my $210 deposit still has not been refunded. Thank you for looking into this.,2026-05-09,May-26,19:00,Internet,San Diego,CA,92101,Solved,No,Financial
464,I would like to ask about the refund process for a canceled service. I would appreciate a quick response.,2025-06-03,Jun-25,05:10,Customer Care Call,Miami,FL,33101,Open,No,Financial
465,I'd like a technician to take a look at my router configuration when convenient.,2026-05-06,May-26,15:13,Internet,Phoenix,AZ,85001,Solved,Yes,Technical
466,Can someone confirm when my deposit will be returned after I closed my account? Please escalate this to a supervisor if needed.,2025-05-18,May-25,20:32,Internet,Denver,CO,80014,Pending,Yes,Financial
467,This is the second month in a row my bill is wrong by $22.50 and support keeps ignoring my emails. I am considering switching providers over this.,2025-01-20,Jan-25,23:46,Customer Care Call,Portland,OR,97201,Open,No,Billing
468,My internet connection keeps disconnecting every few minutes since yesterday. Thank you for looking into this.,2025-08-13,Aug-25,13:38,Internet,Denver,CO,80014,Pending,No,Technical
469,This is the second month in a row my bill is wrong by $120 and support keeps ignoring my emails. Thank you for looking into this.,2025-03-12,Mar-25,07:24,Customer Care Call,Portland,OR,97201,Pending,Yes,Billing
470,"I have a question about a charge of $89.99 on my latest bill, could someone clarify it? I have been a loyal customer for years and expected better.",2026-03-06,Mar-26,04:38,Internet,Nashville,TN,37201,Pending,No,Billing
471,"I moved recently and need to update my service address, but the website won't let me. No rush on this, whenever you get a chance is fine.",2026-05-31,May-26,03:05,Customer Care Call,Boston,MA,02101,Pending,Yes,Others
472,"I moved recently and need to update my service address, but the website won't let me. This has happened before and I don't want it to happen again.",2026-06-19,Jun-26,13:23,Internet,Chicago,IL,60601,Solved,No,Others
473,"I have tried to cancel my account for several months and keep getting transferred with no resolution. No rush on this, whenever you get a chance is fine.",2025-12-25,Dec-25,18:51,Internet,Chicago,IL,60601,Solved,No,Others
474,Can someone confirm when my deposit will be returned after I closed my account? I've already called twice about this exact issue.,2025-10-18,Oct-25,19:56,Customer Care Call,Austin,TX,73301,Closed,No,Financial
475,"I have a question about a charge of $120 on my latest bill, could someone clarify it?",2026-06-20,Jun-26,03:33,Internet,Portland,OR,97201,Solved,No,Billing
476,I have been on hold for over an hour trying to reach customer support. I am extremely frustrated at this point.,2025-06-08,Jun-25,13:41,Customer Care Call,Austin,TX,73301,Closed,No,Service
477,This is the third technician appointment that has been missed and I still have no service. This has happened before and I don't want it to happen again.,2025-07-28,Jul-25,13:35,Customer Care Call,Chicago,IL,60601,Pending,No,Technical
478,This is the third technician appointment that has been missed and I still have no service. I would appreciate a quick response.,2025-12-19,Dec-25,22:25,Internet,Portland,OR,97201,Open,No,Technical
479,My internet connection keeps disconnecting every few minutes since yesterday.,2026-06-05,Jun-26,12:50,Customer Care Call,Miami,FL,33101,Open,No,Technical
480,"Nobody will process my $120 refund even though I have called two days in a row about it. No rush on this, whenever you get a chance is fine.",2025-05-29,May-25,15:59,Customer Care Call,Austin,TX,73301,Open,Yes,Financial
481,I requested a refund of $40 two days ago and have not received it yet. Please escalate this to a supervisor if needed.,2026-01-29,Jan-26,12:39,Customer Care Call,Springfield,IL,62701,Open,No,Financial
482,"Just leaving feedback that the chat support could be a little faster to respond. This is not urgent, just wanted to flag it.",2026-06-15,Jun-26,09:12,Internet,Columbus,OH,43085,Pending,No,Service
483,The representative I spoke to was short with me and didn't answer my question. This has happened before and I don't want it to happen again.,2025-06-11,Jun-25,02:17,Customer Care Call,Springfield,IL,62701,Closed,No,Service
484,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2025-03-12,Mar-25,02:35,Customer Care Call,Dallas,TX,75201,Closed,No,Technical
485,Nobody can tell me why my account was suspended without any notice three days ago. Please escalate this to a supervisor if needed.,2026-04-11,Apr-26,12:36,Internet,Miami,FL,33101,Closed,No,Others
486,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2025-10-29,Oct-25,10:07,Customer Care Call,Boston,MA,02101,Closed,No,Technical
487,"Nobody can tell me why my account was suspended without any notice two weeks ago. No rush on this, whenever you get a chance is fine.",2025-12-14,Dec-25,14:43,Customer Care Call,Miami,FL,33101,Open,No,Others
488,I have been overcharged $15 for two weeks now and no one has fixed my billing statement. This has happened before and I don't want it to happen again.,2025-08-14,Aug-25,21:44,Internet,San Diego,CA,92101,Closed,No,Billing
489,I have tried to cancel my account for three weeks and keep getting transferred with no resolution.,2025-09-27,Sep-25,07:18,Internet,Dallas,TX,75201,Solved,No,Others
490,"My bill shows a late fee even though I paid on time, please review my account. I am extremely frustrated at this point.",2025-08-12,Aug-25,18:17,Internet,Atlanta,GA,30301,Pending,No,Billing
491,"The agent was extremely rude to me on the phone and hung up before resolving my issue. This is not urgent, just wanted to flag it.",2025-09-29,Sep-25,06:14,Internet,Columbus,OH,43085,Pending,No,Service
492,This is the second month in a row my bill is wrong by $15 and support keeps ignoring my emails.,2026-05-20,May-26,19:00,Internet,Nashville,TN,37201,Solved,No,Billing
493,I had a fine experience overall but wanted to mention the hold time was a bit long. I've already called twice about this exact issue.,2026-05-18,May-26,05:48,Customer Care Call,Seattle,WA,98101,Solved,No,Service
494,I have called two days in a row and every representative gives me a different answer with no resolution. I have been a loyal customer for years and expected better.,2026-03-10,Mar-26,15:34,Internet,San Diego,CA,92101,Closed,No,Service
495,Could you send me information about available add-on packages? Thank you for looking into this.,2026-06-15,Jun-26,14:20,Internet,Austin,TX,73301,Open,No,Others
496,Nobody will process my $15 refund even though I have called a week in a row about it. I am extremely frustrated at this point.,2025-09-23,Sep-25,05:35,Customer Care Call,Portland,OR,97201,Pending,No,Financial
497,My modem stopped working and I still don't have a working connection. I am extremely frustrated at this point.,2026-05-26,May-26,13:13,Customer Care Call,Denver,CO,80014,Closed,No,Technical
498,Could you send me information about available add-on packages? Please let me know as soon as possible.,2025-05-15,May-25,18:43,Internet,Portland,OR,97201,Open,No,Others
499,"Nobody has followed up with me after promising a callback two weeks ago, this is unacceptable. I've already called twice about this exact issue.",2025-07-20,Jul-25,04:51,Internet,Chicago,IL,60601,Solved,Yes,Service
500,This is the second month in a row my bill is wrong by $65 and support keeps ignoring my emails. I've already called twice about this exact issue.,2026-06-14,Jun-26,17:46,Customer Care Call,Nashville,TN,37201,Solved,No,Billing
501,Can someone confirm when my deposit will be returned after I closed my account?,2025-04-12,Apr-25,22:10,Internet,Chicago,IL,60601,Pending,No,Financial
